rank,score,types,regions,title,actors
132,8.6,"喜剧,动画,奇幻",法国,王子与公主,伊夫·巴萨克
133,8.6,"喜剧,家庭,科幻",美国,霹雳五号,"艾丽·西蒂,斯蒂夫·古根伯格,费舍·史蒂芬斯,奥斯汀·潘德尔顿,G.W.拜利,布莱恩·麦克纳玛拉,Penny Santon,芭芭拉·塔拉布克,Tom Lawrence,Fred Slyter,Billy Ray Sharkey,罗伯特·克兰茨"
134,8.6,"喜剧,剧情,奇幻,爱情",美国,解构爱情狂,"伍迪·艾伦,罗宾·威廉姆斯,黛米·摩尔,托比·马奎尔,柯尔斯蒂·艾利,比利·克里斯托,伊丽莎白·苏,玛瑞儿·海明威,约瑟夫·莱迪,Irving Metzman,茱莉亚·路易斯-德瑞弗斯,林恩·科恩,彼得·雅各布森,朱迪·戴维斯,鲍勃·巴拉班,布莱恩·麦克康纳契"
135,8.6,"动作,犯罪,喜剧,剧情",德国,敲开天堂的门,"蒂尔·施威格,扬·约瑟夫·利费斯,蒂埃里·范·维凡客,莫里兹·布雷多,休伯·史塔普,Leonard Lansink,Ralph Herforth,科奈莉亚·弗洛波伊斯,鲁特格尔·哈尔,Willi Thomczyk,克里斯蒂安娜·保罗,汉恩斯·詹尼可,珍妮·爱娃-艾瓦仓庚,科琳娜·哈弗奇,瓦伦丁·施威格"
136,8.6,"喜剧,剧情","美国,西德",天堂陌影,"约翰·劳瑞,伊斯特·伯林特,汤姆·迪西罗,萨拉·戴维,切奇利娅·斯塔克,罗基茨·雷德格拉尔,理查德·伯斯,理查德·埃德森"
137,8.6,"喜剧,剧情",香港,流星语,"张国荣,狄龙,吴家丽,琦琦,李蕙敏,林家栋,沈傲君,邓一君,黄家诺,林海,郭慧,董玮"
138,8.6,喜剧,"法国,意大利",玩乐时间,"雅克·塔蒂,Barbara Dennek,France Rumilly,France Delahalle,Alice Field"
139,8.6,"喜剧,剧情","罗马尼亚,卢森堡,法国",无声婚礼,"梅达·安德列亚·维克托,亚历山德鲁·波托切安,Valentin Teodosiu,亚历山德鲁·波托赛昂,Ioana Anastasia Anton,卢米妮察·盖奥尔吉乌,丹·康德里奇,谢尔班·帕弗卢,维克托·雷本久克,Tamara Buciuceanu,Tudorel Filimon,George Ivascu,George Mihaita,多鲁·安娜,米哈伊·康斯坦丁,Vasile Albinet,奥维度·尼库勒斯库"
140,8.6,"喜剧,剧情,音乐","法国,意大利",五至七时的克莱奥,"科琳娜·马尔尚,安托万·布尔塞耶,多米妮克·达夫雷,多萝泰·布兰克,米歇尔·勒格朗,约瑟·路易斯·德·维拉龙卡,卢瓦·帕扬,吕西安娜·马尔尚,塞吉·科波尔,让-吕克·戈达尔,安娜·卡里娜"
141,8.6,"剧情,喜剧,音乐,歌舞",美国,爵士春秋,"罗伊·沙伊德尔,杰西卡·兰格,利兰·帕尔默,安·赖因肯斯,克里夫·戈曼,本·沃伦,伊丽莎白·福尔迪,迈克尔·托兰,马克斯·怀特,威廉·勒马萨纳,伊雷娜 · 凯恩,狄波拉·盖夫娜,凯瑟琳·多比,安东尼·霍兰德,罗伯特·希特,大卫·马古利斯,基斯·戈登,阿兰·海姆,本·马斯特斯,Mary McCarty,乔安娜·默林,特里萨·梅里特,Joseph Hardy,Sloane Shelton,Jules Fisher,Jane Culley,K.C. Townsend,Eugene Troobnick,Mary Mon Toy,史蒂芬·斯坦贝尔,桑达·伯格曼,华莱士·肖恩,Sammy Smith,约翰·利思戈,Ken Butler,希·庞德,Terri Treas,Robert Levine,Leah Ayres,Tito Goya,I.M. Hobson,Tiger Haynes,Leonard Drum,Steve Elmore,Bruce Anthony Davis,Nicole Fosse,Wayne Carson,Kerry Casserly,Gary Bayer,Lotte Palfi Andor"
142,8.6,"动画,动作,冒险,喜剧,科幻",日本,落叶,"山口胜平,本田贵子,水谷优子,岩田光央,梁田清之,飞田展男,高木涉,岩崎征实,加濑康之,竹本英史,木内秀信,前田刚,铃木正和,新垣樽助,下崎纮史,中岛裕美子,杰森·米勒,Hal Lublin,道格拉斯·雷耶,阿曼达·韦恩·李"
143,8.6,"喜剧,剧情","法国,意大利",自由的幻影,"让-克洛德·布里亚利,米歇尔·皮科利,莫尼卡·维蒂,阿德里娅娜·阿斯蒂,朱利安·贝尔托,皮埃尔·马格隆,Guy Montagné,保罗·勒·佩尔松,Maxence Mailfort,奥兰·德马齐斯,Marc Mazza,雅克·德巴里,Alix Mahieux,弗朗索瓦·麦斯特,米莱娜·伍柯迪克,Hans Verner,安德烈·卢耶,让·鲁泽里,马塞尔·佩雷斯,穆尼,贝尔纳·米松,埃莱娜·佩德里埃,克洛德·皮埃普吕,保罗·弗朗克尔,雅宁·达尔塞,狄迪尔·弗拉蒙,阿道弗·切利,贝尔纳·维尔莱,路易斯·布努埃尔,迈克尔·朗斯代尔,玛丽-弗朗丝·皮西尔,让·雷谢夫,塞尔·西尔伯曼,帕斯卡勒·奥德雷,阿涅丝·卡普里,让·尚皮翁,Philippe Brizard,Claude Jaeger"
144,8.6,"喜剧,爱情,动画",美国,飞出个未来大电影1：班德大行动,"比利·维斯特,凯特蕾·萨加尔,约翰·迪·马吉欧,特蕾丝·麦克尼尔,莫里斯·拉马奇,菲尔·拉马,劳伦·汤姆,大卫·赫尔曼,达恩·刘易斯,凯斯·索西,弗兰克·维尔克,库里奥,阿尔·戈尔,马克·哈米尔,汤姆·肯尼,萨拉·西尔弗曼,催眠蛤蟆"
145,8.6,"喜剧,犯罪,剧情",美国,纸月亮,"瑞安·奥尼尔,塔图姆·奥尼尔,玛德莲·卡恩,P.J.乔森,诺布尔·威林厄姆,伯顿·吉列姆,Hugh Gillin,兰迪·奎德,Art Ellison,Jessie Lee Fulton,Desmond Dhooge,James N. Harrell,约翰·席勒曼"
146,8.6,"冒险,传记,喜剧,剧情,爱情",法国,母亲的城堡,"菲利普·科贝尔,娜莎丽·罗赛,迪迪埃·潘,泰蕾兹·利奥塔尔,朱利安·恰马卡,皮埃尔·马格隆,菲利普·乌禅,乔治·威尔森,帕特里克·普雷让,Elisabeth Macocco,迪基·奥尔加多,Jean-Pierre Darras,拉乌尔·屈雷,米歇尔·莫多,让·卡尔梅,让·雷谢夫,保罗·克罗谢"
147,8.6,"喜剧,剧情,运动",日本,木更津猫眼 日本篇,"森下爱子,渡边一计,阿部隆史,坂井真纪,酒井若菜,樱井翔,佐藤隆太,三宅弘城,岩松了,冈田准一,塚本高史,古田新太,小日向文世,内村光良,袴田吉彦,药师丸博子,哀川翔,田岛大辅,中尾彬,伊佐山博子,冈田义德,山口智充,平岩纸"
148,8.6,"喜剧,动画",美国,猫和老鼠：魔法戒指,"吉姆·库宁斯,杰斯·哈梅尔,比利·维斯特,查理·斯克莱特,特蕾丝·麦克尼尔,麦丽·弗拉纳甘,塔拉·斯特朗,弗兰克·维尔克,莫里斯·拉马奇,杰夫·贝内特"
149,8.6,喜剧,捷克斯洛伐克,快乐的结局,"约瑟夫·阿布汉姆,Martin Ruzek,Jirí Steimar,奥尔德里希·维伦,Jaroslav Stercl,Vlastimila Vlková,博胡什·扎霍尔斯基,Vladimír Cech,Helena Ruzicková,Bedrich Prokos,米洛斯·麦考克,约瑟夫·赫利诺马兹,卢博米尔·科斯特尔卡,Oldrich Lukes,弗拉迪米尔·门西克,Mirko Musil,雅罗斯拉娃·奥伯迈耶罗娃,史黛拉·查娜克娃"
150,8.6,"喜剧,悬疑",日本,行骗天下 剧场版,"长泽雅美,东出昌大,小日向文世,竹内结子,三浦春马,江口洋介,小手伸也,织田梨沙,小栗旬"
151,8.6,喜剧,南斯拉夫,谁在那儿歌唱？,"Pavle Vujisic,德拉甘·尼柯立克,达尼罗 -巴塔-斯托科维奇,亚力克斯桑德·贝奇科,斯拉夫科·斯提马科"
152,8.6,"冒险,剧情,家庭,喜剧",美国,看狗在说话,"迈克尔·J·福克斯,莎莉·菲尔德,唐·阿米契,金·格雷斯特,埃德·伯纳德,Rattler,Ben,珍·斯马特"
153,8.6,喜剧,美国,路易·C·K：老招笑了,路易·C·K
154,8.6,喜剧,美国,特雷弗·诺亚：天黑黑心慌慌,特雷弗·诺亚
155,8.5,"喜剧,动画,冒险","美国,法国",神偷奶爸,"史蒂夫·卡瑞尔,杰森·席格尔,拉塞尔·布兰德,朱莉·安德鲁斯,威尔·阿奈特,克里斯汀·韦格,米兰达·卡斯格拉夫,达纳·盖尔,艾尔西·费舍尔,皮埃尔·柯芬,克里斯·雷纳德,杰梅奈·克莱门特,杰克·麦克布瑞尔,丹尼·麦克布莱德,敏迪·卡灵,罗布·许贝尔,肯·道里欧,郑肯,凯蒂·丽,查尔斯·布赖特,斯科特·门维尔,詹姆斯·凯森·李,霍利·多夫,芦田爱菜"
156,8.5,"喜剧,爱情,古装",香港,唐伯虎点秋香,"周星驰,巩俐,陈百祥,郑佩佩,朱咪咪,梁家仁,苑琼丹,梁荣忠,黄一山,黄霑,吴镇宇,刘家辉,蓝洁瑛,谷德昭,陈辉虹,李健仁,宣萱,温翠苹,陈家碧,贾天怡,王伟梁,姜皓文,朱铁和,曾健明,何英伟,刘小芸,平田广明,林威,李家声,黎彼得,黄凤琼,刘锡贤"
157,8.5,"喜剧,动画,冒险",美国,冰川时代,"雷·罗马诺,约翰·雷吉扎莫,丹尼斯·利瑞,杰克·布莱克,克里斯·韦奇,彼得·阿克曼"
158,8.5,"剧情,喜剧",意大利,完美陌生人,"马可·贾利尼,卡夏·斯穆特尼亚克,爱德华多·莱奥,阿尔巴·罗尔瓦赫尔,瓦莱里奥·马斯坦德雷亚,安娜·福列塔,朱塞佩·巴蒂斯通,贝内黛塔·波尔卡罗利,伊丽莎白·德·帕罗奥"
159,8.5,"剧情,喜剧,动作",印度,小萝莉的猴神大叔,"萨尔曼·汗,哈莎莉·马洛特拉,卡琳娜·卡普尔,纳瓦祖丁·席迪圭,欧姆·普瑞,梅·维贾,席尔帕.舒克拉,拉什·沙玛,沙拉蒂·瑟斯纳,阿图·斯里瓦斯塔瓦,阿德南·萨米,马诺·巴克什,维莫尔·卡肖尔,凯姆利什·吉尔,纳伊姆·汗,埃朗·哈斯米,迪普提·纳瓦尔,阿尔卡·芭朵拉·卡肖尔"
160,8.5,"喜剧,爱情,音乐",美国,再次出发之纽约遇见你,"凯拉·奈特莉,马克·鲁弗洛,亚当·莱文,詹姆斯·柯登,海莉·斯坦菲尔德,凯瑟琳·基纳,茅斯·达夫,罗伯·莫洛,伊恩·布罗茨基,香农·沃尔什,大卫·埃伯利斯,马科·阿桑特,玛丽·凯瑟琳·歌瑞森,詹·雅各布,席洛·格林,詹妮弗·李·杰克逊,特里·刘易斯,吉米·帕伦博,西蒙·德兰尼,丹妮尔·布里瑟布瓦,基恩·鲁弗洛,尼古拉斯·丹尼尔·冈萨雷斯,麦迪·科尔曼,阿雅·卡什,大卫·彭德尔顿,保罗·罗梅罗,安德鲁·塞伦,凯伦·皮特曼,罗恩·沃斯"
161,8.5,"剧情,喜剧,家庭",韩国,开心家族,"车太贤,高昌锡,张荣男,姜艺媛,千宝根,李文秀,梁银容,李瀚伟,李新罗美,罗美兰,安吉江,文悬雅"
162,8.5,"剧情,喜剧,动画",香港,麦兜故事,"林海峰,吴君如,黄秋生,Buxx Banner,蔡明丽"
163,8.5,"喜剧,动画,冒险",美国,了不起的狐狸爸爸,"乔治·克鲁尼,梅丽尔·斯特里普,詹森·舒瓦兹曼,埃里克·蔡斯·安德森,比尔·默瑞,华莱士·沃洛达斯基,迈克尔·刚本,威廉·达福,欧文·威尔逊,贾维斯·考科尔,韦斯·安德森,凯伦·达菲,罗宾·赫尔斯通,雨果·吉尼斯,海伦·麦克洛瑞,罗曼·科波拉,尤玛·马努夫,杰瑞米·道森,加斯·詹宁斯,布莱恩·考克斯,特里斯坦·奥利弗,詹姆斯·哈密尔顿,史蒂文·M·拉尔斯,罗伯·赫尔索夫,珍妮弗·弗切斯,艾莉森·阿巴特,茉莉·库珀,艾德里安·布洛迪,马利欧·巴塔利,马丁·巴拉德,伊莎贝尔·于佩尔"
164,8.5,"喜剧,犯罪","英国,美国",偷拐抢骗,"本尼西奥·德尔·托罗,丹尼斯·法里纳,维尼·琼斯,布拉德·皮特,拉德·舍博德兹加,杰森·斯坦森,阿兰·福德,Mike Reid,罗比·基,连尼·詹姆斯,艾文·布莱纳,杰森·弗莱明,威廉·贝克,安迪·比克维奇,查尔斯·科克,索查·库萨克,山姆·道格拉斯,亚当·弗格蒂,戈尔迪,斯蒂芬·格拉汉姆,大卫·勒格诺,维利贝·托皮奇,利亚姆·麦克马洪,詹姆斯·沃伦,奧斯汀·德瑞奇,Dean Batchelor,索尔·坎贝尔,汤姆·德尔玛,克里斯托弗·福什,盖·里奇,彼得·雷尼克,Kriss Sprules"
165,8.5,"剧情,喜剧",日本,哪啊哪啊神去村,"染谷将太,长泽雅美,伊藤英明,西田尚美,槙田雄司,优香,近藤芳正,光石研,柄本明,清野菜名,菅原大吉,古川雄辉,田中要次"
166,8.5,"剧情,喜剧,爱情,奇幻",美国,土拨鼠之日,"比尔·默瑞,安迪·麦克道威尔,克里斯·艾略特,斯蒂芬·托布罗斯基,布赖恩·道尔,瑞克·欧弗顿,威利·加森,安吉拉·佩顿,里克·杜科蒙,罗宾·杜克,肯·哈德森·坎贝尔,莱斯·波德威尔,Lucina Paquet,迈克尔·珊农,John M. Watson Sr.,Martha Webster,海登·瓦尔希,大卫·帕斯奎斯,Grady Hutt,C.O. Erickson,哈罗德·雷米斯,马瑞塔·杰拉蒂"
167,8.5,"剧情,喜剧",日本,盗钥匙的方法,"堺雅人,香川照之,广末凉子,荒川良良,森口瑶子,木野花,小山田小百合,松山爱里,三村恭代,内田慈,柊瑠美,大谷亮介"
168,8.5,"喜剧,剧情,历史,爱情",奥地利,茜茜公主,"罗密·施奈德,卡尔海因茨·伯姆,玛格达·施奈德,乌塔·弗朗茨,古斯塔夫·克努特,丁建华,埃贡·冯·乔丹,希尔德·瓦格纳,奥托·泰斯勒尔,Erich Nikowitz,Josef Meinrad,威尔玛·德吉舍尔,Karl Fochler,Richard Eybner,Franz Böheim,彼得·韦克,Ulrich Bettac"
169,8.5,"剧情,喜剧,科幻","美国,德国",机器管家,"罗宾·威廉姆斯,艾伯丝·戴维兹,山姆·尼尔,奥利弗·普莱特,绮尔斯腾·瓦伦,温迪·古逊,海莉·凯特·爱森伯格,林兹·利瑟曼,安吉拉·兰迪斯,约翰·迈克尔·辛吉斯,布莱德利·惠特福德,伊戈尔·希勒,乔·贝兰,布雷特·瓦格纳,斯蒂芬·鲁特,斯科特·沃,奎因·史密斯,克里斯蒂·科内利,杰·约翰斯顿,乔治·华莱士,林恩·瑟格本,普雷斯·格里芬,玛西娅·皮佐,宝拉·迪普雷·佩斯门,克拉克·德弗洛,马克.加巴里诺,Mike Elizalde"
170,8.5,"喜剧,西部,歌舞",美国,巴斯特·斯克鲁格斯的歌谣,"哈利·米尔林,佐伊·卡赞,连姆·尼森,詹姆斯·弗兰科,大卫·克鲁霍尔特兹,汤姆·威兹,克兰西·布朗,蒂姆·布雷克·尼尔森,布莱丹·格里森,比尔·赫克,斯蒂芬·鲁特,泰恩·黛莉,拉尔夫·伊内森,切尔西·罗斯,绍尔·鲁宾内克,琼乔·奥雷尔,马修·维利希,杰西·卢肯,保罗·瑞,葛人杰·海恩斯,杰弗森·梅斯,山姆·狄龙,比利·洛克伍德,汤姆·普罗克特,E·E·贝尔,丹尼·麦卡锡,杰克莫·巴泽尔,伊索·阿克瑞恩"
171,8.5,"喜剧,家庭,奇幻",美国,亚当斯一家,"安杰丽卡·休斯顿,劳尔·胡里亚,克里斯托弗·洛伊德,克里斯蒂娜·里奇,丹娜·爱薇,卡雷尔·斯特鲁基,丹·哈达亚,伊莉莎白·威尔森"
172,8.5,"动画,喜剧,歌舞",美国,南方公园,"崔·帕克,马特·斯通,玛丽·凯·伯格曼,艾萨克·海耶斯,乔治·克鲁尼,明妮·德里弗,Bruce Howell,Deb Adair"
173,8.5,"喜剧,剧情,音乐",日本,交响情人梦 最终乐章 前篇,"上野树里,玉木宏,瑛太,水川麻美,小出惠介,温兹瑛士,贝基,山田优,谷原章介,福士诚治,吉濑美智子,伊武雅刀,竹中直人,兹德涅克·马察尔,西村雅彦,三浦涼介,坂本真,文森特·吉里,Adeyto,米泽圆"
174,8.5,"喜剧,犯罪,剧情,爱情","美国,加拿大",水牛城66,"文森特·加洛,克里斯蒂娜·里奇,本·戈扎那,米基·洛克,罗姗娜·阿奎特,冉-迈克尔·文森特,安杰丽卡·休斯顿,凯文·波拉克"
175,8.5,"喜剧,歌舞",美国,出水芙蓉,"雷德·斯克尔顿,埃丝特·威廉斯,巴兹尔·拉思伯恩,比尔·戈德温,简·波特,娜娜·布莱恩特,卡洛斯·拉米雷斯,艾特尔·史密斯,丽娜·罗迈,海伦·弗雷斯特,唐纳德·米克,杰奎琳·达利娅,弗朗西斯·皮埃洛,安·科迪,玛格丽特·杜蒙,邦尼·瓦特斯,简妮丝·佩吉,哈维尔·库加特,哈里·詹姆斯,阿比盖尔·亚当斯,多萝西·亚当斯,简·伊丝贝尔,Andrew Tombes,Constance Weiler,Joe Yule,比弗莉·泰勒,Celia Travers,雷·蒂尔,Earl Schenck,阿尔米拉赛逊斯,Erin Selwyn,George Pitman,Harry James Orchestra,Xavier Cugat Orchestra,Vicky Lane,谢尔比·佩恩,Lucille Casey,卡琳·布思,玛格丽特·亚当斯,拉塞尔·希克斯,艾迪·凯恩,埃德蒙·莫蒂默,道格拉斯·莫罗,多罗蒂·福特,Sarah Edwards,Elspeth Dudgeon,海伦·奥哈拉,佩吉·梅利,Alphonse Martell,Betty Jaynes,Eleanor Keaton,哈里·海登,赫伯特·埃文斯"
176,8.5,"剧情,喜剧,冒险","美国,西班牙",朝圣之路,"马丁·辛,艾米利奥·艾斯特维兹,黛博拉·卡拉·安格,约里克·范·韦杰宁根,詹姆斯·内斯比特,斯宾塞·加雷特,切基·卡尤,黛博拉·安格,查理·辛,西蒙·安德鲁,乔昆姆·德·阿尔梅达,安赫拉·莫利纳,卡洛斯·李尔"
177,8.5,"喜剧,动画,冒险",美国,海绵宝宝历险记,"汤姆·肯尼,克兰西·布朗,罗德格尔·邦帕斯,比尔·法格巴克,劳伦斯先生,吉尔·塔利,卡罗琳·劳伦斯,Mary Jo Catlett,杰弗里·塔伯,斯嘉丽·约翰逊,亚历克·鲍德温,大卫·哈塞尔霍夫,克里斯托弗洛根,Derek Drymon,大卫·斯提夫尔"
178,8.5,"喜剧,剧情,爱情",美国,邦尼和琼,"约翰尼·德普,玛丽·斯图尔特·马斯特森,艾丹·奎因,朱丽安·摩尔,威廉姆·H·梅西,Lynette Walden,Aaron Haedt,希·庞德,奥利弗·普莱特,丹·哈达亚,Liane Alexandra Curtis,乔·格里法西,Tony Lincoln"
179,8.5,"剧情,喜剧",中国大陆,马路天使,"周璇,赵丹,魏鹤龄,钱千里,李时,谢添,孙敬,袁阿业 ,冯志成,陈毅亭 ,刘莉影,韩云,王吉亭,赵慧深,袁绍梅,裘元元,姚萍,唐巢父,沈骏,柳金玉"
180,8.5,"喜剧,剧情,家庭",美国,二手狮王,"迈克尔·凯恩,罗伯特·杜瓦尔,海利·乔·奥斯蒙,凯拉·塞吉维克,艾里克·巴弗尔,乔什·卢卡斯,尼基·凯特,迪尔德丽·奥康奈尔"
181,8.5,喜剧,日本,转转,"小田切让,三浦友和,小泉今日子,吉高由里子,岩松了,松重丰,岸部一德,麻生久美子,平岩纸,裵明,津村鹰志,布施绘里,宫田早苗,石井苗子,广田玲名,笹野高史,石原良纯,鹫尾真知子"
182,8.5,"剧情,喜剧",日本,少爷,"二宫和也,松下奈绪,古田新太,八岛智人,山本耕史,及川光博,岸部一德,宫本信子,又吉直树,鹫尾真知子,佐藤浩市,浅野优子,小林薰,福山康平"
183,8.5,"剧情,喜剧",瑞典,狗脸的岁月,"安东·格兰泽柳斯,托马斯·冯·布罗姆森,安琪·丽登,梅琳达·金纳曼,基克基·伦德格伦,伦纳特·胡尔斯特罗姆,英格玛丽·卡尔松,莱夫·埃里克松,克里斯蒂娜·卡尔温德,拉夫·卡尔松,维韦卡·达伦,阿诺尔德·阿尔弗雷德松,扬-菲利普·霍尔斯特伦"
184,8.5,"喜剧,剧情,爱情",苏联,莫斯科不相信眼泪,"薇拉·阿莲托娃,阿列克谢·巴塔洛夫,伊琳娜·穆拉维耶娃,罗莎·梁赞诺娃,格奥尔吉·尤玛托夫,Vladlen Paulus,Natalya Sayko,尤里·瓦西里耶夫,奥列格·塔巴科夫,Valentina Ushakova,Boris Smorchkov,娜塔莉亚·瓦维洛娃,Viktor Uralsky,因诺肯季·斯莫克图诺夫斯基,Inna Vykhodtseva,A. Zhiltsov,Andrei Voznesensky,Tatyana Konyukhova,亚历山大·法秋申,Sergei Nikitin,穆莎·克列普科戈尔斯卡娅,弗拉基米尔·巴索夫,莉亚·阿赫扎科娃,加里·巴尔丁,亚历山大·博罗德扬斯基,Aleksandra Danilova,Zoya Fyodorova,弗拉基米尔·米·古谢夫,Viktor Lazarev,Yevgeniya Khanayeva,Leonid Kharitonov"
185,8.5,"动作,冒险,喜剧,犯罪,惊悚",美国,午夜狂奔,"罗伯特·德尼罗,查尔斯·格罗丁,亚非特·科托,Scott McAfee,Danielle DuClos,约翰·阿什顿,乔·潘托里亚诺"
186,8.5,"喜剧,音乐,爱情","南斯拉夫,法国,德国,奥地利,希腊,美国",黑猫白猫,"斯尔詹·托多罗维奇,布兰卡·卡蒂奇,巴伊拉姆·瑟瓦丹,弗洛里安·艾登,鲁比卡·艾德维奇,扎比特·梅梅托夫,萨布·苏莱曼尼,亚萨·德斯塔尼,普雷德拉格·拉科维奇,米基·马诺伊洛维奇"
187,8.5,"喜剧,冒险","意大利,苏联",意大利人在俄罗斯的奇遇,"安德烈·米罗诺夫,尼内托·达沃利,安冬尼娅·桑提利,阿利耶罗·隆歇热,塔诺·希玛罗萨"
188,8.5,喜剧,日本,广播时间,"西村雅彦,铃木京香,唐泽寿明,户田惠子,井上顺,细川俊之,奥贯薫,梶原善,茂吕师冈,近藤芳正,布施明,藤村俊二,并木史郎,田口浩正,渡边谦,市川染五郎,佐藤B作,宫本信子,桃井薰,远藤久美子,小野武彦"
189,8.5,"剧情,喜剧,传记",美国,心灵点滴,"罗宾·威廉姆斯,丹尼尔·伦敦,莫妮卡·波特,菲利普·塞默·霍夫曼,鲍勃·冈顿,约瑟夫·索默,艾尔玛·霍尔,弗兰西斯·李·麦克凯恩,哈威·普雷斯内尔,达尼爱拉·库恩,彼德·考约特,詹姆斯·格林,迈克尔·杰特,海尔德·高德,格雷戈·赛斯特罗,余朝汉,Kyle Timothy Smith,维维斯·科隆贝蒂"
190,8.5,"喜剧,剧情",台湾,热带鱼,"林嘉宏,文英,林正盛,郎祖筠,阿匹婆,陈慕义,赵正平,连碧东,席敬伦"
191,8.5,"喜剧,犯罪",英国,仁心与冠冕,"亚历克·吉尼斯,瓦莱莉娅·霍布森,丹尼斯·普莱斯,亚瑟·罗维,休·格里夫斯,John Penrose,克莱夫·莫顿,Audrey Fildes,琼·格林伍德"
192,8.5,"喜剧,剧情","德国,日本,塔吉克斯坦,乌兹别克斯坦,奥地利,瑞士,法国,俄罗斯",谁来为我摘月亮,"莫里兹·布雷多,丘尔潘·哈马托娃,梅拉布·尼尼泽,迪马克梅·阿基莫夫"
193,8.5,"喜剧,历史,战争",台湾,稻草人,"张柏舟,文英,杨贵媚,柯俊雄,林美照,方龙,吴炳南,英英,张纯芳"
194,8.5,"喜剧,音乐",英国,一夜狂欢,"约翰·列侬,保罗·麦卡特尼,乔治·哈里逊,林哥·斯塔尔,Gordon Rollings,Geraldine Sherman,Derek Nimmo,玛格丽特·诺兰,Jane Lumb,夏洛特·兰普林,诺曼·罗辛顿,Victor Spinetti,Michael Trubshawe,玛丽安·斯通,理查德·弗农,卡罗尔·怀特,Anna Quayle,Dougie Millings,Ric Hutton,David Langton,Linda Lewis,Julian Holloway,David Janson,Jeremy Lloyd,John Junkin,Roger Avon,Bridget Armstrong,Clare Kelly,Deryck Guyler,肯尼斯黑格,Rosemarie Frankland,Wilfrid Brambell,帕蒂·博伊德,Lionel Blair,伊斯拉·布莱尔,菲尔·柯林斯"
195,8.5,"剧情,喜剧,战争",美国,战地军魂,"威廉·霍尔登,唐·泰勒,奥托·普雷明格,罗伯特·斯特劳斯,哈维·莱姆贝克,皮特·格拉维斯,西戈·鲁曼"
196,8.5,"动画,喜剧","捷克,瑞士,英国",极乐同盟,"Barbora Hrzánová,Milan Uhde,Pavel Nový,Marie Zemanová,Petr Meissel,Gabriela Wilhelmová,Anna Wetlinská,伊里·拉布斯"
197,8.5,"喜剧,剧情","英国,美国",君臣人子小命呜呼,"蒂姆·罗斯,加里·奥德曼,理查德·德莱弗斯,伊恩·格雷"
198,8.5,"喜剧,剧情","意大利,法国",浪荡儿,"弗朗科·英特朗吉,阿尔贝托·索尔迪,佛朗哥·法布里齐,莱奥波多·特里耶斯泰,里卡尔多·费里尼,莉奥诺拉·罗芙,让·布罗沙尔,克洛德·法雷尔,Achille Majeroni,Gigetta Morano,Vira Silenti,Enrico Viarisio,莉莉亚·兰迪,保拉·布鲁布尼,Silvio Bagolini,莉妲·巴洛瓦,黎诺·图弗洛,Carlo Romano,恩佐·安德罗尼科"
199,8.5,"剧情,战争,喜剧",美国,你逃我也逃,"梅尔·布鲁克斯,安妮·班克罗夫特,提姆·麦锡森,查尔斯·德恩,克里斯托弗·洛伊德,Lewis J. Stadlen,Winnie McCarthy,Eda Reiss Merin,John McKinney,沃尔夫缪舍,杰克·雷利,乔治·维内尔,Estelle Reiner,科特·罗文斯,塔克·史密斯,泰伦斯·马什,Marley Sims,马克斯·布鲁克斯,何塞·费勒,Ronny Graham,阿尔·伯恩,艾弗·巴里,Manny Kleinmuntz,Zale Kessler,Spencer Henderson,Edward J. Heim,Robin Haynes,乔治·盖恩斯,帕迪·爱德华兹,Henry Brandon,Scott Beach,John Francis"
200,8.5,"喜剧,运动","Bhutan,澳大利亚",高山上的世界杯,Tracy Mann
